fill	x	y	key	showSelectedlegendcolourfill	clickSelects.variable	clickSelects.value
#0000FF	0.134964098819521	0.70989010989011	xgboost 2 13	xgboost	xgboost	13
#0000FF	0.144821711086771	0.728021978021978	xgboost 2 14	xgboost	xgboost	14
#0000FF	0.154922721187781	0.747802197802198	xgboost 2 15	xgboost	xgboost	15
#0000FF	0.164902032371912	0.765934065934066	xgboost 2 16	xgboost	xgboost	16
#0000FF	0.174881343556042	0.785164835164835	xgboost 2 17	xgboost	xgboost	17
#0000FF	0.184982353657052	0.808241758241758	xgboost 2 18	xgboost	xgboost	18
#0000FF	0.194961664841183	0.825824175824176	xgboost 2 19	xgboost	xgboost	19
#0000FF	0.204940976025313	0.836813186813187	xgboost 2 20	xgboost	xgboost	20
#0000FF	0.214920287209444	0.856043956043956	xgboost 2 21	xgboost	xgboost	21
#0000FF	0.224899598393574	0.874175824175824	xgboost 2 22	xgboost	xgboost	22
#0000FF	0.234878909577705	0.884065934065934	xgboost 2 23	xgboost	xgboost	23
#0000FF	0.244979919678715	0.892307692307692	xgboost 2 24	xgboost	xgboost	24
#0000FF	0.254959230862845	0.898901098901099	xgboost 2 25	xgboost	xgboost	25
