fill	x	y	clickSelects.variable	clickSelects.value	showSelected1	PANEL
#0000FF	1.3150752238289e-06	18.2823552854439	xgboost	100	xgboost	1
#0000FF	6.55696112517034e-06	18.700807014048	xgboost	99	xgboost	1
#0000FF	1.37287765937799e-05	19.5177841984657	xgboost	98	xgboost	1
#0000FF	2.02514365810202e-05	20.3347613828833	xgboost	97	xgboost	1
#0000FF	2.66943097813055e-05	21.1716648400917	xgboost	96	xgboost	1
#0000FF	3.24794245898374e-05	21.9687157517186	xgboost	95	xgboost	1
#0000FF	3.7100178815308e-05	22.7856929361363	xgboost	94	xgboost	1
#0000FF	4.16435977967922e-05	23.602670120554	xgboost	93	xgboost	1
#0000FF	4.68118269054685e-05	24.4196473049716	xgboost	92	xgboost	1
#0000FF	5.21672027389286e-05	25.2465876257846	xgboost	91	xgboost	1
#0000FF	5.76406127947849e-05	26.0536016738069	xgboost	90	xgboost	1
#0000FF	6.30412032478489e-05	26.8705788582246	xgboost	89	xgboost	1
#0000FF	6.90172018948942e-05	27.6975191790376	xgboost	88	xgboost	1
#0000FF	7.58184251026251e-05	28.5045332270599	xgboost	87	xgboost	1
#0000FF	8.19648230390157e-05	29.3215104114775	xgboost	86	xgboost	1
#0000FF	8.79797444213181e-05	30.1384875958952	xgboost	85	xgboost	1
#0000FF	9.51023830566555e-05	30.9554647803129	xgboost	84	xgboost	1
#0000FF	0.00010237967944704	31.7724419647305	xgboost	83	xgboost	1
#0000FF	0.000110358563688351	32.5894191491482	xgboost	82	xgboost	1
#0000FF	0.0001188008209283	33.4063963335658	xgboost	81	xgboost	1
#0000FF	0.000128066450997721	34.2233735179835	xgboost	80	xgboost	1
#0000FF	0.000140130265208427	35.0403507024011	xgboost	79	xgboost	1
#0000FF	0.000154049346747343	35.8573278868188	xgboost	78	xgboost	1
#0000FF	0.000168181977642234	36.6743050712364	xgboost	77	xgboost	1
#0000FF	0.00018182927306043	37.4912822556541	xgboost	76	xgboost	1
#0000FF	0.000197964611288626	38.3082594400717	xgboost	75	xgboost	1
#0000FF	0.000218152810703032	39.1252366244894	xgboost	74	xgboost	1
#0000FF	0.000240550572925713	39.9422138089071	xgboost	73	xgboost	1
#0000FF	0.000263948459178209	40.7591909933247	xgboost	72	xgboost	1
#0000FF	0.000293617806164548	41.5761681777424	xgboost	71	xgboost	1
#0000FF	0.000332430921844207	42.39314536216	xgboost	70	xgboost	1
#0000FF	0.00037989197880961	43.2001594101823	xgboost	69	xgboost	1
#0000FF	0.000435770547483116	44.0171365946	xgboost	68	xgboost	1
#0000FF	0.000501545975566842	44.8341137790176	xgboost	67	xgboost	1
#0000FF	0.000577520608203486	45.6510909634353	xgboost	66	xgboost	1
#0000FF	0.000698863674188033	46.4581050114576	xgboost	65	xgboost	1
#0000FF	0.000939752761041745	47.2750821958753	xgboost	64	xgboost	1
#0000FF	0.00139578012749553	48.0920593802929	xgboost	63	xgboost	1
#0000FF	0.00201793777523562	48.8990734283152	xgboost	62	xgboost	1
#0000FF	0.00281559710856527	49.7160506127329	xgboost	61	xgboost	1
#0000FF	0.00390710437204689	50.5330277971506	xgboost	60	xgboost	1
#0000FF	0.00524803227744997	51.3500049815682	xgboost	59	xgboost	1
#0000FF	0.00652539054863155	52.1669821659859	xgboost	58	xgboost	1
#0000FF	0.00792518933303654	52.9739962140082	xgboost	57	xgboost	1
#0000FF	0.00957912718877196	53.7909733984258	xgboost	56	xgboost	1
#0000FF	0.0114703439176083	54.6079505828435	xgboost	55	xgboost	1
#0000FF	0.0142499846406281	55.4149646308658	xgboost	54	xgboost	1
#0000FF	0.0173211013898254	56.2319418152835	xgboost	53	xgboost	1
#0000FF	0.0205302638933063	57.0289927269104	xgboost	52	xgboost	1
#0000FF	0.0243985624983907	57.8260436385374	xgboost	51	xgboost	1
#0000FF	0.0290869837626815	58.6330576865597	xgboost	50	xgboost	1
#0000FF	0.0358366128057241	59.4500348709774	xgboost	49	xgboost	1
#0000FF	0.0439998414367437	60.2670120553951	xgboost	48	xgboost	1
#0000FF	0.0527972299605608	61.0740261034174	xgboost	47	xgboost	1
#0000FF	0.0629713200032711	61.891003287835	xgboost	46	xgboost	1
#0000FF	0.0741670466959477	62.658164790276	xgboost	45	xgboost	1
#0000FF	0.0864661894738674	63.4352894291123	xgboost	44	xgboost	1
#0000FF	0.0989953503012657	64.2323403407393	xgboost	43	xgboost	1
#0000FF	0.11321859061718	64.9895387067849	xgboost	42	xgboost	1
#0000FF	0.131168082356453	65.7467370728305	xgboost	41	xgboost	1
#0000FF	0.149446994066238	66.4740460296902	xgboost	40	xgboost	1
#0000FF	0.166497468948364	67.2710969413171	xgboost	39	xgboost	1
#0000FF	0.183323219418526	68.0282953073628	xgboost	38	xgboost	1
#0000FF	0.203828796744347	68.7655674006177	xgboost	37	xgboost	1
#0000FF	0.226968996226788	69.512802630268	xgboost	36	xgboost	1
#0000FF	0.248847000300884	70.2102221779416	xgboost	35	xgboost	1
#0000FF	0.269673720002174	70.8677891800339	xgboost	34	xgboost	1
#0000FF	0.289170280098915	71.6150244096842	xgboost	33	xgboost	1
#0000FF	0.308138653635979	72.3423333665438	xgboost	32	xgboost	1
#0000FF	0.328391745686531	72.9799740958454	xgboost	31	xgboost	1
#0000FF	0.351403549313545	73.6176148251469	xgboost	30	xgboost	1
#0000FF	0.372189670801163	74.3548869184019	xgboost	29	xgboost	1
#0000FF	0.390583217144012	75.0722327388662	xgboost	28	xgboost	1
#0000FF	0.411327823996544	75.7098734681678	xgboost	27	xgboost	1
#0000FF	0.433589845895767	76.36744047026	xgboost	26	xgboost	1
#0000FF	0.456823840737343	77.0250074723523	xgboost	25	xgboost	1
#0000FF	0.480322614312172	77.5729799740959	xgboost	24	xgboost	1
#0000FF	0.502504825592041	78.2106207033974	xgboost	23	xgboost	1
#0000FF	0.525277465581894	78.7486300687456	xgboost	22	xgboost	1
#0000FF	0.547741204500198	79.3563813888612	xgboost	21	xgboost	1
#0000FF	0.567556947469711	79.8844276178141	xgboost	20	xgboost	1
#0000FF	0.587920606136322	80.3825844375809	xgboost	19	xgboost	1
#0000FF	0.608827769756317	80.8309255753711	xgboost	18	xgboost	1
#0000FF	0.627530425786972	81.2593404403707	xgboost	17	xgboost	1
#0000FF	0.644143998622894	81.7973498057189	xgboost	16	xgboost	1
#0000FF	0.65899384021759	82.185912125137	xgboost	15	xgboost	1
#0000FF	0.674413830041885	82.6541795357178	xgboost	14	xgboost	1
#0000FF	0.69126307964325	83.0925575371127	xgboost	13	xgboost	1
#0000FF	0.70823609828949	83.4811198565308	xgboost	12	xgboost	1
#0000FF	0.724217444658279	83.9194978579257	xgboost	11	xgboost	1
#0000FF	0.738406628370285	84.2482813589718	xgboost	10	xgboost	1
#0000FF	0.752464473247528	84.4674703596692	xgboost	9	xgboost	1
#0000FF	0.766211837530136	84.7364750423433	xgboost	8	xgboost	1
#0000FF	0.78003516793251	84.846069542692	xgboost	7	xgboost	1
#0000FF	0.794103473424912	85.0254059978081	xgboost	6	xgboost	1
#0000FF	0.806947350502014	85.1150742253662	xgboost	5	xgboost	1
#0000FF	0.82181778550148	85.0453322705988	xgboost	4	xgboost	1
#0000FF	0.838682949542999	85.1250373617615	xgboost	3	xgboost	1
#0000FF	0.857012003660202	84.666733087576	xgboost	2	xgboost	1
#0000FF	0.879722386598587	83.8896084487397	xgboost	1	xgboost	1
#0000FF	0.946078538894653	81.7176447145562	xgboost	0	xgboost	1
#0000FF	9.3551091140398e-07	18.1329082395138	xgboost	100	xgboost	1
#0000FF	2.62552543972561e-06	18.551359968118	xgboost	99	xgboost	1
#0000FF	5.07529864535172e-06	19.3683371525356	xgboost	98	xgboost	1
#0000FF	9.4531658305641e-06	20.1853143369533	xgboost	97	xgboost	1
#0000FF	1.493272566222e-05	21.0022915213709	xgboost	96	xgboost	1
#0000FF	2.16937514778692e-05	21.8192687057886	xgboost	95	xgboost	1
#0000FF	3.08754015350132e-05	22.6362458902062	xgboost	94	xgboost	1
#0000FF	4.00598455598811e-05	23.4831124838099	xgboost	93	xgboost	1
#0000FF	4.77145003969781e-05	24.2901265318322	xgboost	92	xgboost	1
