colour	x	xend	y	yend	showSelected1	PANEL
#0000FF	0	2.6301504476578e-06	18.2823552854439	18.2823552854439	xgboost	1
#0000FF	2.6301504476578e-06	1.04837718026829e-05	18.700807014048	18.700807014048	xgboost	1
#0000FF	1.04837718026829e-05	1.69737813848769e-05	19.5177841984657	19.5177841984657	xgboost	1
#0000FF	1.69737813848769e-05	2.35290917771636e-05	20.3347613828833	20.3347613828833	xgboost	1
#0000FF	2.35290917771636e-05	2.98595277854474e-05	21.1716648400917	21.1716648400917	xgboost	1
#0000FF	2.98595277854474e-05	3.50993213942275e-05	21.9687157517186	21.9687157517186	xgboost	1
#0000FF	3.50993213942275e-05	3.91010362363886e-05	22.7856929361363	22.7856929361363	xgboost	1
#0000FF	3.91010362363886e-05	4.41861593571957e-05	23.602670120554	23.602670120554	xgboost	1
#0000FF	4.41861593571957e-05	4.94374944537413e-05	24.4196473049716	24.4196473049716	xgboost	1
#0000FF	4.94374944537413e-05	5.4896911024116e-05	25.2465876257846	25.2465876257846	xgboost	1
#0000FF	5.4896911024116e-05	6.03843145654537e-05	26.0536016738069	26.0536016738069	xgboost	1
#0000FF	6.03843145654537e-05	6.56980919302441e-05	26.8705788582246	26.8705788582246	xgboost	1
#0000FF	6.56980919302441e-05	7.23363118595444e-05	27.6975191790376	27.6975191790376	xgboost	1
#0000FF	7.23363118595444e-05	7.93005383457058e-05	28.5045332270599	28.5045332270599	xgboost	1
#0000FF	7.93005383457058e-05	8.46291077323257e-05	29.3215104114775	29.3215104114775	xgboost	1
#0000FF	8.46291077323257e-05	9.13303811103105e-05	30.1384875958952	30.1384875958952	xgboost	1
#0000FF	9.13303811103105e-05	9.88743850030004e-05	30.9554647803129	30.9554647803129	xgboost	1
#0000FF	9.88743850030004e-05	0.000105884973891079	31.7724419647305	31.7724419647305	xgboost	1
#0000FF	0.000105884973891079	0.000114832153485622	32.5894191491482	32.5894191491482	xgboost	1
#0000FF	0.000114832153485622	0.000122769488370977	33.4063963335658	33.4063963335658	xgboost	1
#0000FF	0.000122769488370977	0.000133363413624466	34.2233735179835	34.2233735179835	xgboost	1
#0000FF	0.000133363413624466	0.000146897116792388	35.0403507024011	35.0403507024011	xgboost	1
#0000FF	0.000146897116792388	0.000161201576702297	35.8573278868188	35.8573278868188	xgboost	1
