colour	x	y	key	showSelected.variable	showSelected.value	showSelected2	PANEL	fill
#FF0000	18.2823552854439	2	glmnet 1	glmnet	100	glmnet	1	#FF0000
#FF0000	18.700807014048	2	glmnet 1	glmnet	99	glmnet	1	#FF0000
#FF0000	19.5177841984657	2	glmnet 1	glmnet	98	glmnet	1	#FF0000
#FF0000	20.3347613828833	2	glmnet 1	glmnet	97	glmnet	1	#FF0000
#FF0000	21.151738567301	2	glmnet 1	glmnet	96	glmnet	1	#FF0000
#FF0000	21.9687157517186	2	glmnet 1	glmnet	95	glmnet	1	#FF0000
#FF0000	22.7856929361363	2	glmnet 1	glmnet	94	glmnet	1	#FF0000
#FF0000	23.602670120554	2	glmnet 1	glmnet	93	glmnet	1	#FF0000
#FF0000	24.4196473049716	2	glmnet 1	glmnet	92	glmnet	1	#FF0000
#FF0000	25.2366244893893	2	glmnet 1	glmnet	91	glmnet	1	#FF0000
#FF0000	26.0536016738069	2	glmnet 1	glmnet	90	glmnet	1	#FF0000
#FF0000	26.8705788582246	2	glmnet 1	glmnet	89	glmnet	1	#FF0000
#FF0000	27.6875560426422	2	glmnet 1	glmnet	88	glmnet	1	#FF0000
#FF0000	28.5045332270599	2	glmnet 1	glmnet	87	glmnet	1	#FF0000
#FF0000	29.3215104114775	2	glmnet 1	glmnet	86	glmnet	1	#FF0000
#FF0000	30.1384875958952	2	glmnet 1	glmnet	85	glmnet	1	#FF0000
#FF0000	30.9554647803129	2	glmnet 1	glmnet	84	glmnet	1	#FF0000
#FF0000	31.7724419647305	2	glmnet 1	glmnet	83	glmnet	1	#FF0000
#FF0000	32.5894191491482	2	glmnet 1	glmnet	82	glmnet	1	#FF0000
#FF0000	33.4063963335658	2	glmnet 1	glmnet	81	glmnet	1	#FF0000
#FF0000	34.2233735179835	2	glmnet 1	glmnet	80	glmnet	1	#FF0000
#FF0000	35.0403507024011	2	glmnet 1	glmnet	79	glmnet	1	#FF0000
#FF0000	35.8573278868188	2	glmnet 1	glmnet	78	glmnet	1	#FF0000
#FF0000	36.6743050712364	2	glmnet 1	glmnet	77	glmnet	1	#FF0000
#FF0000	37.4912822556541	2	glmnet 1	glmnet	76	glmnet	1	#FF0000
#FF0000	38.3082594400717	2	glmnet 1	glmnet	75	glmnet	1	#FF0000
#FF0000	39.1152734880941	2	glmnet 1	glmnet	74	glmnet	1	#FF0000
#FF0000	39.9322506725117	2	glmnet 1	glmnet	73	glmnet	1	#FF0000
#FF0000	40.7492278569294	2	glmnet 1	glmnet	72	glmnet	1	#FF0000
#FF0000	41.566205041347	2	glmnet 1	glmnet	71	glmnet	1	#FF0000
#FF0000	42.3831822257647	2	glmnet 1	glmnet	70	glmnet	1	#FF0000
#FF0000	43.2001594101823	2	glmnet 1	glmnet	69	glmnet	1	#FF0000
#FF0000	44.0171365946	2	glmnet 1	glmnet	68	glmnet	1	#FF0000
#FF0000	44.8241506426223	2	glmnet 1	glmnet	67	glmnet	1	#FF0000
#FF0000	45.6311646906446	2	glmnet 1	glmnet	66	glmnet	1	#FF0000
#FF0000	46.4481418750623	2	glmnet 1	glmnet	65	glmnet	1	#FF0000
#FF0000	47.2651190594799	2	glmnet 1	glmnet	64	glmnet	1	#FF0000
#FF0000	48.0621699711069	2	glmnet 1	glmnet	63	glmnet	1	#FF0000
#FF0000	48.8791471555246	2	glmnet 1	glmnet	62	glmnet	1	#FF0000
#FF0000	49.6861612035469	2	glmnet 1	glmnet	61	glmnet	1	#FF0000
#FF0000	50.4931752515692	2	glmnet 1	glmnet	60	glmnet	1	#FF0000
#FF0000	51.3101524359869	2	glmnet 1	glmnet	59	glmnet	1	#FF0000
#FF0000	52.1271296204045	2	glmnet 1	glmnet	58	glmnet	1	#FF0000
#FF0000	52.9441068048222	2	glmnet 1	glmnet	57	glmnet	1	#FF0000
#FF0000	53.7311945800538	2	glmnet 1	glmnet	56	glmnet	1	#FF0000
#FF0000	54.5083192188901	2	glmnet 1	glmnet	55	glmnet	1	#FF0000
#FF0000	55.3153332669124	2	glmnet 1	glmnet	54	glmnet	1	#FF0000
#FF0000	56.1323104513301	2	glmnet 1	glmnet	53	glmnet	1	#FF0000
#FF0000	56.9293613629571	2	glmnet 1	glmnet	52	glmnet	1	#FF0000
#FF0000	57.7363754109794	2	glmnet 1	glmnet	51	glmnet	1	#FF0000
#FF0000	58.5334263226064	2	glmnet 1	glmnet	50	glmnet	1	#FF0000
#FF0000	59.320514097838	2	glmnet 1	glmnet	49	glmnet	1	#FF0000
#FF0000	60.1076018730697	2	glmnet 1	glmnet	48	glmnet	1	#FF0000
#FF0000	60.8747633755106	2	glmnet 1	glmnet	47	glmnet	1	#FF0000
#FF0000	61.5821460595796	2	glmnet 1	glmnet	46	glmnet	1	#FF0000
#FF0000	62.3692338348112	2	glmnet 1	glmnet	45	glmnet	1	#FF0000
#FF0000	63.1363953372522	2	glmnet 1	glmnet	44	glmnet	1	#FF0000
#FF0000	63.8935937032978	2	glmnet 1	glmnet	43	glmnet	1	#FF0000
#FF0000	64.6308657965528	2	glmnet 1	glmnet	42	glmnet	1	#FF0000
#FF0000	65.348211617017	2	glmnet 1	glmnet	41	glmnet	1	#FF0000
#FF0000	66.085483710272	2	glmnet 1	glmnet	40	glmnet	1	#FF0000
#FF0000	66.8127926671316	2	glmnet 1	glmnet	39	glmnet	1	#FF0000
#FF0000	67.5201753512006	2	glmnet 1	glmnet	38	glmnet	1	#FF0000
#FF0000	68.2175948988742	2	glmnet 1	glmnet	37	glmnet	1	#FF0000
#FF0000	68.8950881737571	2	glmnet 1	glmnet	36	glmnet	1	#FF0000
#FF0000	69.5825445850354	2	glmnet 1	glmnet	35	glmnet	1	#FF0000
#FF0000	70.2600378599183	2	glmnet 1	glmnet	34	glmnet	1	#FF0000
#FF0000	70.9176048620106	2	glmnet 1	glmnet	33	glmnet	1	#FF0000
#FF0000	71.5153930457308	2	glmnet 1	glmnet	32	glmnet	1	#FF0000
#FF0000	72.0733286838697	2	glmnet 1	glmnet	31	glmnet	1	#FF0000
#FF0000	72.6910431403806	2	glmnet 1	glmnet	30	glmnet	1	#FF0000
#FF0000	73.2987944604962	2	glmnet 1	glmnet	29	glmnet	1	#FF0000
#FF0000	73.9165089170071	2	glmnet 1	glmnet	28	glmnet	1	#FF0000
#FF0000	74.5441865099133	2	glmnet 1	glmnet	27	glmnet	1	#FF0000
#FF0000	75.0921590116569	2	glmnet 1	glmnet	26	glmnet	1	#FF0000
